Date,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
194907,    9.71,    4.88,    6.34,    6.41,    4.85,    5.15,    5.38,    7.64,    6.54,    5.44,    4.49,    4.93,    5.60,    4.88,    5.88,    8.31,    6.26,    7.48,    5.24
194908,    1.78,    2.83,    2.78,    2.10,    2.95,    3.17,    2.56,    1.59,    2.74,    2.90,    2.99,    2.61,    4.27,    2.15,    2.97,    1.70,    1.36,    2.29,    3.36
194909,    5.34,    2.96,    3.17,    3.75,    3.53,    2.57,    2.44,    3.73,    3.56,    3.77,    3.37,    1.97,    3.71,    2.76,    2.11,    3.61,    3.99,    2.83,    4.57
194910,    4.32,    2.80,    3.71,    3.79,    3.07,    2.49,    3.38,    4.53,    4.05,    3.60,    2.74,    2.33,    2.77,    2.78,    3.99,    5.03,    3.48,    3.60,    4.66
194911,   -0.98,    1.91,    1.56,    3.36,    2.13,    1.21,    1.54,    2.96,    2.72,    0.38,    3.23,    1.51,    0.67,    2.22,    0.86,    2.42,    4.11,    2.58,    2.92
194912,    9.42,    4.42,    5.77,    6.54,    5.37,    3.20,    5.83,    7.15,    6.16,    5.32,    5.40,    2.72,    4.12,    5.87,    5.79,    7.24,    6.97,    6.00,    6.38
195001,    8.22,    1.17,    1.44,    4.35,    1.65,   -0.01,    1.62,    3.34,    4.69,    2.03,    1.42,    0.29,   -0.56,    3.12,    0.10,    3.05,    3.95,    4.14,    5.44
195002,    3.45,    1.46,    1.71,    0.84,    1.43,    1.59,    0.62,    2.32,    0.84,    0.57,    1.96,    1.50,    1.75,    1.07,    0.16,    3.04,    0.85,   -0.21,    2.25
195003,   -1.30,    2.02,    1.47,   -1.51,    2.12,    2.10,    0.61,    0.64,   -1.77,    1.94,    2.23,    1.84,    2.60,    0.17,    1.08,    1.53,   -1.21,   -3.07,   -0.07
195004,    7.59,    3.30,    4.78,    5.74,    4.00,    1.91,    3.97,    7.62,    5.65,    3.29,    4.42,    2.00,    1.74,    3.33,    4.64,    8.44,    5.84,    6.53,    4.52
195005,   -1.59,    4.44,    4.69,    5.15,    4.67,    4.39,    3.59,    5.61,    4.78,    4.29,    4.90,    4.01,    5.08,    2.13,    5.09,    5.63,    5.57,    4.70,    4.89
195006,   -9.76,   -6.27,   -4.59,   -6.54,   -6.75,   -5.01,   -4.97,   -4.86,   -6.98,   -6.88,   -6.67,   -5.33,   -4.42,   -4.93,   -5.00,   -4.32,   -6.03,   -7.39,   -6.46
195007,   11.28,   -1.72,    3.48,    3.01,   -2.67,    1.48,    4.36,    4.79,    2.81,   -4.44,   -1.86,    0.31,    2.18,    4.35,    4.38,    5.68,    3.54,    1.41,    7.87
195008,    2.00,    5.36,    4.19,    6.53,    5.57,    3.69,    5.24,    5.40,    6.99,    5.47,    5.62,    4.91,    2.97,    4.72,    6.07,    5.49,    5.28,    7.73,    4.46
195009,    6.83,    5.17,    3.91,    6.93,    5.29,    3.94,    4.22,    5.39,    7.27,    6.69,    4.66,    4.92,    3.35,    3.85,    4.80,    4.98,    5.98,    7.76,    5.60
195010,   -0.13,   -0.18,    0.15,   -0.17,   -0.37,    0.06,    0.39,   -0.82,    0.49,   -0.98,   -0.09,    0.20,   -0.02,   -0.02,    1.03,    0.04,   -2.03,    1.06,   -1.53
195011,    5.76,    4.13,    2.45,    0.81,    5.05,    2.18,    2.30,    3.37,    0.17,    6.18,    4.53,    2.21,    2.16,    2.33,    2.25,    3.87,    2.66,   -0.22,    1.57
195012,   15.46,    4.69,    6.30,    5.03,    5.24,    4.82,    6.67,    7.20,    4.40,    5.20,    5.27,    3.51,    5.63,    6.57,    6.83,    7.50,    6.77,    2.97,    9.38
195101,   11.25,    4.48,    6.01,    7.93,    4.13,    4.74,    7.59,    6.66,    8.46,    5.26,    3.60,    5.24,    4.44,    7.08,    8.36,    6.77,    6.49,    8.39,    8.71
195102,   -0.69,    1.44,    1.75,    1.48,    2.01,    1.60,    0.90,    1.60,    1.60,    0.28,    2.83,    0.20,    2.44,    0.96,    0.82,    1.92,    1.13,    1.50,    1.92
195103,   -4.75,   -1.69,   -2.42,   -1.57,   -2.03,   -1.40,   -2.74,   -3.62,   -1.01,   -0.64,   -2.67,   -0.94,   -1.68,   -2.86,   -2.55,   -3.97,   -3.12,    0.39,   -5.62
195104,    4.32,    5.87,    4.68,    4.09,    7.03,    4.15,    4.57,    4.77,    4.06,    7.72,    6.70,    3.37,    4.62,    5.08,    3.79,    5.19,    4.15,    4.04,    4.14
195105,   -6.68,   -1.73,   -2.06,   -3.49,   -1.78,   -1.29,   -3.11,   -2.40,   -3.83,   -2.06,   -1.64,   -1.60,   -1.10,   -3.53,   -2.45,   -2.29,   -2.55,   -4.56,   -1.25
195106,   -9.41,   -1.30,   -2.17,   -5.71,   -0.74,   -0.74,   -4.00,   -5.29,   -5.97,   -0.57,   -0.82,   -2.54,    0.32,   -3.59,   -4.63,   -5.49,   -4.99,   -6.03,   -5.78
195107,   10.59,    7.91,    5.66,    6.19,   10.20,    5.14,    5.34,    7.45,    5.31,   11.50,    9.17,    4.72,    5.96,    5.33,    5.35,    6.02,    8.25,    7.39,    4.28
195108,    3.01,    3.32,    5.05,    6.57,    2.29,    5.12,    4.80,    5.62,    6.54,    0.50,    3.74,    4.82,    5.69,    4.61,    5.08,    3.79,    6.63,    5.46,    7.10
195109,    3.70,    0.22,    0.97,    2.18,    0.09,    0.26,    1.51,    2.70,    1.85,    0.56,   -0.27,    0.39,    0.00,    2.43,    0.09,    2.27,    2.94,    1.24,    2.16
195110,   -4.04,   -2.75,   -1.87,   -1.81,   -2.02,   -2.96,   -2.14,   -1.82,   -1.96,   -3.71,   -0.69,   -3.80,   -1.38,   -2.15,   -2.14,   -2.49,   -1.45,   -1.89,   -1.99
195111,   -0.79,    0.43,    0.57,    1.71,    0.75,    0.24,    0.46,    2.01,    1.22,    0.35,    1.05,   -0.02,    0.71,    0.10,    1.02,    0.51,    2.81,    0.48,    1.60
195112,    2.20,    4.62,    2.71,    1.48,    5.62,    3.09,    2.94,    0.99,    1.64,    6.67,    4.82,    3.16,    2.96,    3.62,    1.88,    0.74,    1.12,    0.73,    2.09
195201,    0.16,    1.66,    1.94,    0.80,    2.27,    1.52,    1.18,    1.72,    0.34,    0.78,    3.42,    0.74,    2.95,    1.28,    1.03,    1.53,    1.82,    1.92,   -0.44
195202,   -2.14,   -2.72,   -2.51,   -1.85,   -3.78,   -1.60,   -2.71,   -3.10,   -0.98,   -3.97,   -3.63,   -1.12,   -2.47,   -2.40,   -3.20,   -1.79,   -3.78,   -2.34,   -0.29
195203,    4.32,    4.68,    4.23,    5.15,    5.61,    3.93,    3.71,    2.62,    6.42,    5.23,    5.90,    3.30,    5.07,    3.64,    3.82,    3.26,    2.29,    4.08,    7.58
195204,   -5.05,   -5.54,   -3.57,   -4.54,   -6.41,   -4.16,   -3.34,   -4.90,   -3.88,   -6.61,   -6.26,   -4.21,   -4.07,   -3.51,   -3.07,   -2.67,   -6.08,   -3.84,   -3.90
195205,    0.40,    3.60,    3.01,    3.20,    3.91,    2.99,    3.28,    2.96,    3.26,    4.25,    3.66,    3.13,    2.75,    3.75,    2.54,    2.79,    3.05,    2.02,    3.84
195206,    3.63,    3.94,    3.74,    4.58,    4.33,    3.57,    3.86,    3.06,    5.05,    3.92,    4.65,    3.36,    3.94,    3.79,    3.99,    2.35,    3.45,    4.81,    5.17
195207,    0.25,    0.63,    1.46,    1.56,    0.32,    0.91,    2.17,    2.05,    1.71,   -1.33,    1.71,    1.52,    0.56,    2.45,    1.98,    2.54,    1.41,    1.87,    1.47
195208,   -2.47,   -1.30,   -0.13,    0.62,   -1.75,   -0.22,    0.41,   -0.15,    0.32,   -1.53,   -1.94,   -0.01,   -0.34,   -0.51,    1.04,   -0.98,    0.91,    0.30,    0.36
195209,   -3.45,   -1.89,   -1.70,   -2.44,   -1.94,   -1.58,   -1.53,   -2.95,   -1.85,   -1.71,   -2.13,   -1.73,   -1.50,   -1.38,   -1.63,   -2.89,   -3.03,   -1.61,   -2.21
195210,    0.72,   -0.89,    0.05,   -1.61,   -1.18,    0.30,   -0.44,   -0.69,   -1.80,   -0.93,   -1.38,   -0.07,    0.51,   -1.12,    0.03,   -0.11,   -1.43,   -1.92,   -1.60
195211,    7.10,    6.46,    5.48,    6.66,    6.93,    4.42,    6.85,    6.72,    6.57,    5.77,    7.91,    5.14,    4.01,    6.00,    7.42,    6.69,    6.75,    5.97,    7.48
195212,    6.60,    3.00,    2.99,    3.55,    2.99,    2.54,    4.08,    3.37,    2.36,    3.19,    2.82,    3.04,    2.24,    2.65,    5.05,    2.31,    4.71,    2.02,    2.88
195301,    3.17,   -1.07,    0.00,    2.93,   -1.19,   -0.48,   -0.11,    1.64,    4.17,   -1.73,   -0.74,   -0.74,   -0.34,    0.56,   -0.55,    1.56,    1.74,    4.01,    4.41
195302,    1.50,   -0.16,   -0.20,    0.08,   -0.29,    0.04,   -0.55,   -0.32,    1.29,   -0.62,   -0.02,    0.20,   -0.05,   -0.27,   -0.74,    0.31,   -1.12,    0.82,    2.00
195303,    6.49,   -0.67,   -1.62,   -3.53,   -0.37,   -1.12,   -1.85,   -3.60,   -3.31,   -0.82,    0.00,   -1.52,   -0.89,    0.04,   -3.11,   -3.47,   -3.77,   -4.08,   -2.17
195304,   -3.89,   -3.13,   -2.25,   -2.29,   -3.36,   -2.61,   -1.98,   -1.65,   -2.76,   -4.24,   -2.65,   -2.49,   -2.69,   -2.62,   -1.53,   -1.51,   -1.82,   -3.54,   -1.62
195305,    3.11,    0.78,    0.59,    0.62,    0.73,    1.04,    0.27,   -0.11,    1.14,    0.58,    0.86,    0.90,    1.12,    0.36,    0.21,   -0.28,    0.11,    1.25,    0.99
195306,   -5.96,   -1.58,   -1.36,   -3.61,   -1.64,   -0.91,   -2.10,   -2.56,   -3.63,   -1.93,   -1.41,   -1.41,   -0.62,   -2.09,   -2.11,   -1.74,   -3.58,   -3.74,   -3.48
195307,    1.17,    3.00,    2.34,    1.82,    3.00,    2.25,    2.81,    1.79,    1.85,    2.97,    3.03,    3.00,    1.79,    3.76,    1.88,    1.81,    1.78,    1.84,    1.86
195308,   -9.57,   -3.85,   -4.18,   -6.43,   -4.31,   -2.46,   -5.24,   -5.72,   -6.65,   -3.44,   -5.05,   -2.51,   -2.42,   -4.57,   -5.91,   -5.23,   -6.14,   -6.39,   -6.87
195309,   -4.42,    1.48,   -0.12,   -1.50,    1.37,    0.86,   -0.51,   -0.22,   -1.97,    1.40,    1.35,    1.79,    0.28,   -0.50,   -0.53,    0.52,   -0.87,   -1.91,   -2.02
195310,    3.15,    4.93,    4.40,    5.46,    5.37,    3.24,    5.45,    5.13,    5.26,    5.24,    5.49,    3.68,    2.95,    5.56,    5.34,    4.46,    5.72,    4.41,    5.95
195311,    0.51,    4.08,    2.21,    1.46,    4.45,    2.99,    1.62,    2.14,    1.09,    4.43,    4.47,    2.99,    2.99,    2.12,    1.11,    2.38,    1.93,    0.37,    1.68
195312,   -5.32,    0.85,    0.21,   -2.48,    0.84,    0.78,   -0.04,   -0.73,   -3.68,    1.26,    0.47,    0.89,    0.71,    1.01,   -1.12,   -0.50,   -0.94,   -4.17,   -3.29
195401,    9.78,    3.93,    5.98,    7.20,    3.97,    4.31,    6.70,    8.08,    6.15,    1.91,    5.76,    3.83,    4.62,    6.55,    6.86,    7.61,    8.50,    5.35,    6.79
195402,   -0.72,    1.68,    1.89,    1.35,    1.94,    1.65,    1.66,    1.54,    1.73,    1.11,    2.65,    0.92,    2.11,    2.03,    1.27,    2.30,    0.88,    2.33,    1.26
195403,    2.13,    4.79,    2.74,    3.87,    5.38,    2.63,    2.96,    3.01,    4.56,    5.63,    5.17,    3.02,    2.39,    3.40,    2.48,    3.01,    3.02,    3.67,    5.26
195404,   -0.97,    5.09,    4.17,    3.06,    5.83,    3.22,    4.94,    4.32,    0.81,    4.78,    6.70,    2.81,    3.47,    5.54,    4.30,    2.61,    5.85,   -0.95,    2.19
195405,    6.57,    2.52,    3.06,    6.03,    2.50,    2.22,    3.57,    5.12,    6.40,    4.34,    0.99,    2.57,    1.99,    3.29,    3.87,    4.56,    5.61,    6.30,    6.47
195406,   -2.34,    2.38,    0.17,    0.34,    2.73,    0.86,   -0.43,    0.82,    0.70,    3.37,    2.19,    1.24,    0.62,   -1.57,    0.80,    1.84,   -0.08,    1.22,    0.31
195407,    6.94,    2.86,    6.74,    6.67,    2.01,    6.36,    6.81,    6.09,    7.02,    0.92,    3.23,    5.72,    6.93,    6.52,    7.84,    6.06,    6.12,    8.79,    4.48
195408,   -1.30,   -3.05,   -1.58,   -2.54,   -3.32,   -1.74,   -1.61,   -2.30,   -2.18,   -3.63,   -3.00,   -2.16,   -1.37,   -1.33,   -2.59,   -1.83,   -3.09,   -2.64,   -1.47
195409,    6.09,    6.10,    7.21,    4.84,    6.63,    6.01,    7.67,    4.68,    4.93,    6.84,    6.41,    4.39,    7.44,    8.22,    5.71,    4.68,    4.68,    4.96,    4.90
195410,   -1.24,   -2.20,   -1.34,   -0.32,   -2.37,   -1.39,   -1.34,   -0.90,   -0.76,   -2.09,   -2.67,   -1.62,   -1.20,   -1.43,   -1.00,   -1.63,    0.36,   -0.59,   -1.02
195411,   10.21,   11.41,    7.48,   10.51,   11.80,    8.50,    7.24,    9.99,   10.07,   13.64,    9.83,   10.13,    7.12,    6.22,   10.87,    9.29,   11.20,   11.64,    7.71
195412,   13.83,    4.38,    5.38,   10.88,    4.47,    4.06,    5.35,    8.32,   12.16,    4.63,    4.29,    4.09,    4.04,    4.97,    6.63,    7.97,    8.92,   12.67,   11.36
195501,    3.84,   -0.43,    1.24,    2.22,   -0.80,    0.80,    1.79,    0.59,    2.17,   -1.21,   -0.35,    0.81,    0.78,    1.76,    1.87,   -0.43,    2.30,    3.06,    0.74
195502,    4.53,    3.77,    2.23,    3.91,    4.19,    3.44,    1.32,    3.12,    3.98,    4.49,    3.85,    2.40,    4.35,    1.17,    1.81,    2.70,    3.80,    4.08,    3.82
195503,    3.72,    0.47,   -0.83,    0.73,    0.63,   -0.52,   -0.77,   -0.73,    1.42,    0.77,    0.48,   -0.08,   -0.90,   -1.05,    0.15,   -0.95,   -0.36,    2.07,    0.36
195504,   -1.55,    4.08,    2.81,    2.42,    4.59,    2.47,    2.75,    2.14,    3.97,    5.37,    3.71,    2.37,    2.56,    2.64,    3.14,    3.53,   -0.08,    3.14,    5.33
195505,    2.13,    2.57,   -0.09,    0.23,    2.86,    0.20,    0.14,    0.78,   -0.44,    4.12,    1.43,    1.55,   -0.97,    0.24,   -0.19,    0.44,    1.35,    0.08,   -1.26
195506,    2.51,    6.80,    7.34,    4.41,    7.53,    5.97,    8.14,    3.66,    4.65,    8.70,    6.16,    4.26,    7.50,    7.91,    8.90,    3.44,    4.01,    5.39,    3.45
195507,   -2.05,   -0.92,    5.26,    1.40,   -1.86,    2.86,    8.05,    1.96,    1.22,   -2.29,   -1.63,    1.92,    3.63,    2.19,   11.34,    2.10,    1.59,    0.42,    2.01
195508,   -0.46,    1.46,   -0.98,    2.62,    2.09,   -0.64,   -1.18,    0.19,    2.49,    1.93,    2.17,   -0.39,   -0.85,    1.24,   -2.44,   -0.74,    2.75,    2.85,    2.14
195509,   -2.08,   -0.56,    0.35,   -0.60,   -0.62,   -1.12,    2.10,   -0.55,   -0.51,    0.61,   -1.27,   -0.40,   -1.72,   -2.34,    4.48,   -0.49,   -0.70,   -0.63,   -0.39
195510,   -2.55,   -3.18,   -2.16,   -0.38,   -3.65,   -1.33,   -3.19,   -1.27,   -0.28,   -4.04,   -3.43,   -1.78,   -0.95,   -2.45,   -3.56,   -1.57,   -0.47,   -0.32,   -0.25
195511,    7.24,    8.07,    6.71,    5.45,    8.19,    8.42,    7.17,    3.54,    5.77,    6.84,    8.92,    7.70,    9.01,    6.31,    7.61,    2.95,    5.11,    5.90,    5.64
195512,    2.89,    3.01,    0.21,    2.12,    3.37,    2.08,   -1.17,    0.68,    2.94,    4.80,    2.62,    1.94,    2.19,    0.74,   -2.13,    0.45,    1.27,    4.13,    1.76
195601,   -1.30,   -4.00,   -1.75,   -2.33,   -4.38,   -1.51,   -3.77,   -0.28,   -2.15,   -3.61,   -4.80,   -2.82,   -0.45,   -2.49,   -4.43,    0.60,   -2.53,   -2.50,   -1.79
195602,    2.20,    5.00,    3.31,    2.77,    5.46,    3.55,    4.07,    2.03,    2.50,    6.15,    5.08,    3.64,    3.48,    4.15,    4.02,    1.64,    3.07,    3.64,    1.35
195603,   10.89,    8.23,    5.93,    3.60,    8.49,    9.22,    4.42,    2.95,    3.35,   11.52,    6.81,    7.45,   10.62,    6.12,    3.52,    2.60,    3.86,    3.60,    3.09
195604,   -0.12,    1.66,   -0.84,    1.73,    1.49,    1.51,   -2.16,   -0.41,    2.68,    5.29,   -0.71,    2.19,    0.99,   -0.30,   -3.16,   -0.85,    0.74,    2.76,    2.59
195605,   -7.17,   -5.79,   -4.10,   -4.91,   -5.73,   -5.79,   -3.81,   -3.06,   -4.90,   -5.53,   -5.86,   -5.95,   -5.67,   -4.09,   -3.66,   -2.34,   -4.91,   -4.74,   -5.07
195606,    1.23,    4.91,    2.72,    2.40,    5.73,    2.12,    3.99,    1.49,    3.10,    8.08,    4.27,    2.41,    1.90,    2.45,    4.84,    1.43,    1.65,    4.16,    2.00
195607,    4.47,    5.41,    4.75,    4.23,    5.97,    4.58,    3.86,    4.88,    5.02,    5.63,    6.21,    4.09,    5.55,    5.25,    3.18,    5.51,    3.40,    4.78,    5.33
195608,   -5.74,   -4.53,   -1.29,   -0.48,   -4.77,   -3.10,   -2.03,   -0.42,    0.21,   -4.78,   -4.76,   -3.98,   -1.36,   -2.45,   -1.83,   -0.10,   -1.22,    0.77,   -0.52
195609,   -4.74,   -6.65,   -3.02,   -3.07,   -6.77,   -5.36,   -3.60,   -2.27,   -2.87,   -7.77,   -6.07,   -6.37,   -3.43,   -4.01,   -3.40,   -1.85,   -3.30,   -3.17,   -2.47
195610,   -1.27,    1.17,    0.43,    0.42,    1.15,    1.33,    0.31,    0.28,   -0.56,    0.21,    1.80,    1.20,    1.57,    0.75,    0.09,   -0.21,    1.51,    0.14,   -1.47
195611,    1.76,    0.41,    0.78,    0.61,    1.08,    0.32,    0.98,   -1.12,    2.11,    1.27,    0.94,   -1.15,    3.06,    0.67,    1.14,   -1.17,   -1.02,    1.86,    2.45
195612,    1.63,    4.48,    2.43,    1.83,    4.28,    4.46,    1.76,    2.67,    0.84,    4.21,    4.33,    4.95,    3.57,    1.59,    1.84,    2.57,    2.93,    1.29,    0.25
195701,   -2.32,   -4.43,   -2.45,   -1.42,   -4.71,   -4.21,    1.05,   -4.23,   -2.14,   -6.01,   -3.83,   -3.77,   -5.02,   -0.23,    1.68,   -5.68,   -0.64,   -1.60,   -2.85
195702,   -3.42,   -1.51,   -2.08,   -2.51,   -1.24,   -2.62,   -1.22,   -2.07,   -3.53,   -0.69,   -1.60,   -2.14,   -3.51,   -2.21,   -0.74,   -2.35,   -1.41,   -3.64,   -3.37
195703,    4.50,    3.00,    1.27,    2.78,    2.67,    2.87,    1.70,    1.25,    2.86,    2.32,    2.91,    3.77,    1.20,    2.11,    1.51,    0.62,    2.69,    2.47,    3.38
195704,    5.77,    5.64,    3.61,    1.88,    5.98,    4.51,    1.93,    4.79,    2.12,    6.03,    5.94,    4.85,    3.85,    3.44,    1.19,    6.17,    1.64,    1.87,    2.45
195705,    9.33,    5.37,    2.02,    0.42,    5.54,    4.44,    1.60,    1.35,    0.19,    6.43,    4.95,    4.97,    3.42,    1.65,    1.58,    1.63,    0.67,   -0.11,    0.59
195706,   -4.69,    0.11,   -1.21,   -1.00,    0.84,   -1.44,   -2.28,    0.24,   -2.02,    0.72,    0.93,   -1.67,   -0.99,   -2.79,   -2.03,    0.31,    0.07,   -1.71,   -2.43
195707,    3.44,    0.81,    1.18,    0.40,    0.79,    1.40,    0.81,    0.64,    0.12,   -0.65,    1.67,    0.89,    1.94,    0.57,    1.28,    0.44,    0.93,    0.54,   -0.30
195708,   -8.07,   -5.91,   -2.90,   -4.80,   -6.28,   -4.26,   -2.43,   -2.62,   -5.64,   -7.21,   -5.72,   -4.74,   -3.75,   -1.87,   -3.51,   -2.26,   -3.17,   -3.60,   -7.70
195709,  -10.85,   -6.58,   -4.17,   -5.27,   -6.92,   -5.92,   -2.98,   -2.98,   -6.24,   -6.14,   -7.38,   -5.55,   -6.32,   -2.84,   -3.27,   -2.66,   -3.45,   -5.65,   -6.87
195710,  -10.37,   -4.00,   -3.35,   -5.22,   -3.88,   -4.25,   -2.84,   -3.74,   -5.55,   -5.50,   -2.90,   -4.37,   -4.12,   -2.90,   -2.71,   -3.16,   -4.62,   -4.90,   -6.25
195711,    9.58,    4.00,    0.79,   -0.85,    3.93,    1.34,    2.24,    1.00,   -1.04,    4.89,    3.37,    4.23,   -1.69,    1.62,    3.48,    1.98,   -0.50,   -0.36,   -1.79
195712,  -10.41,   -3.94,   -2.25,   -6.07,   -4.13,   -4.33,   -0.38,   -2.27,   -7.10,   -5.34,   -3.41,   -3.33,   -5.46,    0.04,   -1.20,   -1.04,   -4.22,   -5.79,   -8.54
195801,    8.30,    3.03,    6.38,   10.75,    2.33,    5.47,    6.06,    9.56,   10.98,    2.48,    2.25,    5.16,    5.82,    5.76,    6.65,    9.08,   10.35,   11.96,    9.87
195802,   -6.22,   -2.29,    0.09,   -1.26,   -2.82,   -0.48,    0.32,    0.02,   -2.09,   -2.02,   -3.29,   -0.72,   -0.20,    0.41,    0.14,   -0.10,    0.21,   -1.13,   -3.21
195803,    5.18,    3.73,    2.68,    3.55,    3.77,    3.46,    2.20,    2.71,    4.29,    4.79,    3.16,    3.59,    3.32,    2.32,    1.96,    2.98,    2.28,    2.42,    6.48
195804,    4.23,    2.67,    3.78,    4.08,    2.78,    3.36,    3.37,    4.13,    3.53,    1.29,    3.68,    2.36,    4.49,    3.04,    4.04,    3.58,    5.04,    4.51,    2.42
195805,    2.94,    1.49,    3.43,    3.33,    1.00,    3.63,    2.82,    3.16,    3.56,    1.98,    0.43,    2.93,    4.40,    2.49,    3.45,    3.31,    2.92,    3.70,    3.41
195806,    6.08,    3.37,    2.41,    2.45,    3.65,    2.59,    2.18,    2.18,    3.13,    3.37,    3.82,    2.55,    2.63,    2.28,    2.00,    2.75,    1.27,    2.97,    3.31
195807,    4.76,    4.04,    4.07,    8.65,    4.75,    2.71,    4.16,    7.25,    8.71,    4.49,    4.91,    2.76,    2.59,    1.91,    7.23,    6.08,    8.58,    8.08,    9.86
195808,    5.01,    2.14,    1.37,    2.59,    2.11,    1.69,    1.38,    2.95,    1.99,    2.51,    1.85,    2.20,    0.51,    2.02,    0.55,    2.69,    3.24,    1.94,    2.08
195809,    4.37,    4.66,    4.83,    6.17,    4.62,    4.43,    5.24,    4.85,    6.94,    5.41,    4.09,    4.73,    3.74,    3.98,    6.89,    4.42,    5.34,    6.91,    6.99
195810,    7.12,    2.63,    2.64,    2.68,    3.27,    1.79,    2.81,    2.72,    1.59,    4.13,    2.69,    1.43,    2.62,    2.92,    2.68,    1.71,    3.86,    1.25,    2.22
195811,    3.89,    3.67,    2.38,    2.87,    3.64,    3.79,    1.78,    2.93,    3.00,    2.94,    4.13,    3.71,    3.97,    1.55,    2.07,    3.10,    2.73,    2.08,    4.69
195812,    3.46,    5.37,    5.84,    3.77,    6.73,    3.41,    6.58,    4.52,    2.13,    8.31,    5.64,    2.81,    4.81,    9.02,    3.47,    3.62,    5.51,    2.39,    1.65
195901,    3.74,   -0.64,    1.97,    4.66,   -0.87,    0.22,    1.82,    3.76,    5.85,   -1.86,   -0.18,   -0.20,    1.17,    2.76,    0.57,    4.06,    3.43,    5.54,    6.42
195902,   -0.40,    0.83,    1.12,    2.98,    1.70,   -0.11,    0.79,    2.22,    3.59,    2.63,    1.06,   -0.88,    1.60,    2.01,   -0.89,    2.11,    2.34,    4.39,    2.14
195903,    1.02,    1.26,   -0.11,   -0.72,    1.81,    0.51,   -0.46,   -1.03,    0.11,    1.64,    1.93,    0.15,    1.30,    0.17,   -1.34,   -0.49,   -1.61,   -0.64,    1.48
195904,    7.07,    4.08,    3.66,    3.56,    4.86,    2.40,    4.15,    3.04,    4.43,    5.90,    4.14,    2.49,    2.20,    3.36,    5.27,    3.43,    2.61,    4.36,    4.56
195905,   -1.78,    2.50,    1.49,    2.25,    2.77,    1.96,    1.00,    2.84,    2.14,    3.40,    2.32,    1.93,    2.02,    0.18,    2.15,    3.25,    2.37,    2.60,    1.31
195906,    2.01,   -0.11,   -0.06,    0.93,   -0.39,   -0.03,   -0.35,    2.54,    0.16,    0.18,   -0.80,    0.49,   -1.17,   -1.17,    0.79,    3.22,    1.78,    0.21,    0.07
195907,    3.34,    3.28,    3.90,    1.86,    3.27,    3.90,    3.70,    3.17,    1.60,    1.62,    4.47,    3.33,    4.59,    2.80,    4.03,    3.84,    2.12,    1.67,    1.45
195908,   -3.95,   -1.97,   -0.24,   -1.30,   -2.37,   -0.82,    0.48,   -1.21,   -2.05,   -2.87,   -2.01,   -0.71,   -0.96,    0.42,    0.50,   -1.59,   -0.59,   -1.27,   -3.75
195909,   -6.28,   -4.50,   -4.57,   -3.85,   -4.33,   -5.52,   -4.04,   -4.25,   -4.11,   -4.22,   -4.40,   -5.04,   -6.09,   -5.42,   -3.54,   -4.66,   -3.60,   -4.46,   -3.31
195910,    7.74,    2.17,    0.83,    0.86,    2.59,    1.69,    0.04,    1.34,    0.47,    2.77,    2.47,    0.86,    2.66,    1.46,   -0.46,    1.41,    1.21,    0.96,   -0.59
195911,    2.63,    4.28,   -0.03,   -0.02,    4.62,    2.75,   -0.42,   -0.82,    0.45,    6.97,    2.94,    3.20,    2.22,    1.48,   -1.10,   -1.05,   -0.46,   -0.19,    1.88
195912,   -0.02,    3.01,    3.21,    1.37,    3.28,    2.23,    3.55,    2.63,    0.77,    2.11,    4.15,    2.13,    2.34,    1.75,    4.22,    3.09,    1.92,    1.24,   -0.25
196001,   -5.45,   -8.93,   -5.63,   -2.45,   -9.19,   -8.21,   -4.98,   -4.10,   -1.91,   -7.98,  -10.07,   -8.07,   -8.38,   -5.12,   -4.93,   -4.83,   -2.95,   -1.98,   -1.76
196002,    1.77,    1.83,    1.41,   -0.08,    1.71,    1.55,    2.43,   -0.04,   -1.64,    3.45,    0.42,    2.19,    0.80,    1.65,    2.71,   -0.94,    1.38,   -1.71,   -1.50
196003,   -3.36,   -0.59,   -1.78,   -1.58,   -0.70,   -1.67,   -1.22,   -1.50,   -2.44,   -0.36,   -0.96,   -0.25,   -3.36,   -0.53,   -1.46,   -1.94,   -0.81,   -2.38,   -2.57
196004,   -4.02,   -1.56,   -1.73,   -0.34,   -1.56,   -2.27,   -0.86,   -1.96,   -0.32,    0.34,   -3.02,   -1.57,   -3.12,   -0.37,   -1.03,   -3.01,   -0.37,    0.12,   -1.30
196005,    4.80,    5.75,    1.32,    0.37,    5.88,    3.96,    1.39,    0.45,   -0.02,    9.01,    3.38,    5.34,    2.25,    1.85,    1.22,    0.27,    0.71,   -0.42,    0.86
196006,   -0.17,    1.83,    2.76,    3.14,    1.04,    4.24,    2.63,    2.72,    2.26,    1.24,    0.87,    4.36,    4.08,    5.53,    1.57,    1.91,    3.91,    2.69,    1.29
196007,   -3.85,   -4.49,   -0.72,    0.04,   -5.04,   -1.53,   -0.27,    0.04,   -0.02,   -4.56,   -5.50,   -2.28,   -1.25,   -0.63,   -0.04,   -0.01,    0.07,    0.26,   -0.33
